timestamp,vl53l8cx.s0,vl53l8cx.s1,vl53l8cx.s2,vl53l8cx.s3,vl53l8cx.s4,vl53l8cx.s5,vl53l8cx.s6,vl53l8cx.s7,vl53l8cx.s8,vl53l8cx.s9,vl53l8cx.s10,stateEstimate.x,stateEstimate.y,stateEstimate.z,range.zrange,motion.deltaX,motion.deltaY,motion.shutter,motion.squal,motion.std,motion.loopUs,sys.rangingUs
45761.896,294.5,295.9375,281.0,369.75,56.5,1400.1875,436.375,214.5,1924.1875,20.75,-14.3125,3.3369693756103516,0.16252401471138,0.013065810315310955,13,0,0,8191,18,2.0,411,59709
45811.438,294.5,295.9375,281.0,369.75,56.5,1400.1875,429.1875,191.9375,1921.625,16.6875,-13.4375,3.466470956802368,0.155842587351799,0.013104401528835297,12,0,0,8191,18,2.0,411,62432
45860.985,294.5,295.9375,281.0,369.75,56.5,1400.1875,429.1875,191.9375,1921.625,16.6875,-13.4375,3.3531768321990967,0.059971317648887634,0.01816467009484768,24,0,0,8191,21,2.0,319,62432
45910.544,294.3125,291.125,268.875,370.5625,56.5,1400.1875,429.1875,191.9375,1921.625,16.6875,-13.4375,3.3545033931732178,0.05268344655632973,0.01608794741332531,12,0,0,8191,21,2.0,319,62432
45960.083,294.3125,291.125,268.875,370.5625,57.75,1397.4375,437.4375,191.5625,1920.25,20.8125,-14.25,3.351379156112671,-0.00025036378065124154,0.014396612532436848,12,0,0,8191,16,2.0,23342,59584
46009.647,294.3125,291.125,268.875,370.5625,57.75,1397.4375,437.4375,191.5625,1920.25,20.8125,-14.25,3.4354867935180664,0.2277660220861435,0.01950051449239254,24,0,0,8191,16,2.0,23342,59584
46059.202,294.625,292.75,268.875,370.5625,57.75,1397.4375,437.4375,191.5625,1920.25,20.8125,-14.25,3.4529850482940674,0.4086698889732361,0.014742085710167885,9,0,0,8191,16,2.0,397,59584
46108.746,294.625,292.75,270.6875,513.25,61.375,1402.125,425.4375,211.625,1922.375,20.75,-14.1875,3.475933313369751,0.40720662474632263,0.014374376274645329,9,0,0,8191,16,2.0,397,56945
46158.291,294.625,292.75,270.6875,513.25,61.375,1402.125,425.4375,211.625,1922.375,20.75,-14.1875,3.328824043273926,-0.10669853538274765,0.021556125953793526,25,0,0,8191,19,2.0,310,56945
46207.864,294.4375,292.75,270.6875,513.25,61.375,1402.125,425.4375,211.625,1922.375,20.75,-14.1875,3.1780548095703125,-0.3253588378429413,0.018069034442305565,14,0,0,8191,19,2.0,310,56945
46257.399,294.4375,292.9375,273.3125,370.5,60.25,1399.3125,375.8125,212.25,1921.0,16.75,-14.1875,3.021311044692993,-0.6839518547058105,0.015696009621024132,14,0,0,8191,19,2.0,310,56945
46306.946,294.4375,292.9375,273.3125,370.5,60.25,1399.3125,375.8125,212.25,1921.0,16.75,-13.5625,3.041322946548462,-0.7082837820053101,0.01472126878798008,15,0,0,8191,22,2.0,19122,60317
46356.5,294.4375,292.9375,273.3125,370.5,60.25,1399.3125,375.8125,212.25,1921.0,16.75,-13.5625,3.4272267818450928,0.10264141857624054,0.017487702891230583,20,0,0,8191,22,2.0,19122,60317
46406.083,293.1875,293.875,271.4375,509.8125,59.5,1401.6875,434.375,200.6875,1921.0,16.75,-13.5625,3.4714434146881104,0.11305715143680573,0.016810035333037376,16,0,0,8191,24,2.0,306,60317
46455.61,293.1875,293.875,271.4375,509.8125,59.5,1401.6875,434.375,200.6875,1922.6875,20.875,-14.125,3.5789637565612793,0.2449391633272171,0.015756169334053993,15,0,0,8191,24,2.0,306,62973
46505.155,293.1875,293.875,271.4375,509.8125,59.5,1401.6875,434.375,200.6875,1922.6875,20.875,-14.125,3.570295810699463,0.27475765347480774,0.014986531808972359,12,0,0,8191,20,2.0,428,62973
46554.715,295.8125,295.8125,274.3125,371.0,58.5625,1401.6875,434.375,200.6875,1922.6875,20.875,-14.125,3.7042155265808105,0.4681146442890167,0.013778895139694214,13,0,0,8191,20,2.0,428,62973
46604.267,295.8125,295.8125,274.3125,371.0,58.5625,1400.125,387.4375,213.1875,1921.5625,16.6875,-13.5,2.7120401859283447,-1.2135685682296753,0.01759350672364235,23,0,0,8191,23,2.0,24500,59306
46653.81,295.8125,295.8125,274.3125,371.0,58.5625,1400.125,387.4375,213.1875,1921.5625,16.6875,-13.5,2.1215431690216064,-1.9255560636520386,0.014396646991372108,12,0,0,8191,23,2.0,24500,59306
46703.371,295.4375,294.625,274.0,372.0,58.5625,1400.125,387.4375,213.1875,1921.5625,16.6875,-13.5,0.9451152086257935,-3.4000802040100098,0.009756110608577728,9,0,0,8191,19,2.0,314,59306
46752.925,295.4375,294.625,274.0,372.0,58.3125,1402.875,387.0625,212.0,1921.3125,20.6875,-14.1875,6.607382297515869,3.2107131481170654,0.01650681532919407,23,0,0,8191,19,2.0,314,62703
46802.483,295.4375,294.625,274.0,372.0,58.3125,1402.875,387.0625,212.0,1921.3125,20.6875,-14.1875,9.162976264953613,5.27783203125,0.011227186769247055,11,0,0,8191,19,2.0,346,62703
46852.048,292.3125,294.4375,274.0,372.0,58.3125,1402.875,387.0625,212.0,1921.3125,20.6875,-14.1875,0.31756317615509033,-1.8932323455810547,0.01986505091190338,25,0,0,8191,19,2.0,346,62703
46901.569,292.3125,294.4375,272.5625,371.875,60.4375,1402.375,423.6875,212.875,1920.125,16.75,-13.5,0.3108748197555542,-1.9172838926315308,0.019375663250684738,25,0,0,8191,18,2.0,23185,59434
46951.122,292.3125,294.4375,272.5625,371.875,60.4375,1402.375,423.6875,212.875,1920.125,16.75,-13.5,-2.606903076171875,0.865027129650116,0.011324961669743061,11,0,0,8191,18,2.0,23185,59434
47000.7,292.3125,294.4375,272.5625,371.875,60.4375,1402.375,423.6875,212.875,1920.125,16.75,-13.5,8.197929382324219,-4.136793613433838,0.0197201669216156,26,0,0,8191,17,2.0,312,59434
47050.242,290.0625,293.5,274.25,368.875,59.4375,1399.0625,419.0625,192.3125,1922.4375,16.75,-13.5,9.60997486114502,-6.581869125366211,0.015154741704463959,14,0,0,8191,17,2.0,312,59434
47099.789,290.0625,293.5,274.25,368.875,59.4375,1399.0625,419.0625,192.3125,1922.4375,20.75,-14.25,10.343308448791504,-7.397417068481445,0.010859707370400429,12,0,0,8191,20,2.0,393,62690
47149.329,290.0625,293.5,274.25,368.875,59.4375,1399.0625,419.0625,192.3125,1922.4375,20.75,-14.25,9.112008094787598,-6.125646114349365,0.010306701995432377,13,0,0,8191,20,2.0,393,62690
47198.901,289.75,294.25,276.0625,369.1875,59.25,1400.5,435.0625,192.3125,1922.4375,20.75,-14.25,8.442079544067383,-5.5189924240112305,0.010127133689820766,12,0,0,8191,20,2.0,393,62690
47248.435,289.75,294.25,276.0625,369.1875,59.25,1400.5,435.0625,213.6875,1924.0,16.625,-13.625,5.268586158752441,-3.0667123794555664,0.017979899421334267,26,0,0,8191,14,2.0,23380,59500
47297.985,289.75,294.25,276.0625,369.1875,59.25,1400.5,435.0625,213.6875,1924.0,16.625,-13.625,5.770687103271484,-3.318932056427002,0.012689292430877686,9,0,0,8191,14,2.0,23380,59500
47347.548,297.125,299.0,277.75,371.25,60.3125,1400.5,435.0625,213.6875,1924.0,16.625,-13.625,5.824650764465332,-3.3648085594177246,0.01050911471247673,12,0,0,8191,17,2.0,313,59500
47397.106,297.125,299.0,277.75,371.25,60.3125,1400.375,437.75,212.9375,1922.9375,20.875,-13.375,5.965126037597656,-3.5584027767181396,0.01121577713638544,14,0,0,8191,17,2.0,313,62708
47446.655,297.125,299.0,277.75,371.25,60.3125,1400.375,437.75,212.9375,1922.9375,20.875,-13.375,6.343735218048096,-4.043847560882568,0.015167021192610264,13,0,0,8191,20,2.0,306,62708
47496.216,300.625,301.9375,287.5,371.25,60.3125,1400.375,437.75,212.9375,1922.9375,20.875,-13.375,6.333268642425537,-4.026627063751221,0.014683691784739494,14,0,0,8191,20,2.0,306,62708
47545.749,300.625,301.9375,287.5,373.5,58.5,1402.125,428.3125,212.125,1923.75,16.6875,-14.0625,6.362331390380859,-4.049254894256592,0.014276656322181225,14,0,0,8191,16,2.0,21574,57324
47595.306,300.625,301.9375,287.5,373.5,58.5,1402.125,428.3125,212.125,1923.75,16.6875,-14.0625,6.387050151824951,-4.066904544830322,0.013463924638926983,13,0,0,8191,16,2.0,21574,57324
47644.861,257.25,301.9375,287.5,373.5,58.5,1402.125,428.3125,212.125,1923.75,16.6875,-14.0625,6.504776954650879,-4.188271522521973,0.017464997246861458,20,0,0,8191,19,2.0,312,57324
47694.41,257.25,303.0,282.0,376.4375,58.5625,1400.875,431.9375,192.1875,1923.5,20.625,-14.0625,6.5070905685424805,-4.174349308013916,0.015523777343332767,13,0,0,8191,19,2.0,312,57324
47743.954,257.25,303.0,282.0,376.4375,58.5625,1400.875,431.9375,192.1875,1923.5,20.625,-13.4375,6.551806926727295,-4.199240207672119,0.01415418740361929,13,0,0,8191,20,2.0,309,62715
47793.527,257.25,303.0,282.0,376.4375,58.5625,1400.875,431.9375,192.1875,1923.5,20.625,-13.4375,6.610320091247559,-4.227786064147949,0.012181613594293594,11,0,0,8191,20,2.0,309,62715
47843.065,305.0625,302.875,284.9375,374.1875,59.875,1404.125,436.4375,213.375,1923.5,20.625,-13.4375,6.611943244934082,-4.284271717071533,0.014313849620521069,17,0,0,8191,20,2.0,309,62715
47892.608,305.0625,302.875,284.9375,374.1875,59.875,1404.125,436.4375,213.375,1921.875,20.8125,-14.1875,6.664955139160156,-4.360472202301025,0.015798628330230713,17,0,0,8191,18,2.0,23319,59480
47942.16,305.0625,302.875,284.9375,374.1875,59.875,1404.125,436.4375,213.375,1921.875,20.8125,-14.1875,6.711932182312012,-4.3710832595825195,0.014320279471576214,13,0,0,8191,18,2.0,23319,59480
47991.737,306.0,302.8125,285.5,529.625,59.5,1402.75,436.4375,213.375,1921.875,20.8125,-14.1875,6.773782730102539,-4.511507987976074,0.02051484026014805,24,0,0,8191,18,2.0,325,59480
48041.264,306.0,302.8125,285.5,529.625,59.5,1402.75,403.25,214.1875,1922.125,16.75,-13.375,6.712268352508545,-4.378769874572754,0.014687201008200645,14,0,0,8191,18,2.0,325,62595
48090.818,306.0,302.8125,285.5,529.625,59.5,1402.75,403.25,214.1875,1922.125,16.75,-13.375,6.763943195343018,-4.419647216796875,0.014171327464282513,14,0,0,8191,21,2.0,310,62595
48140.393,306.125,306.5625,287.0,527.5,59.5,1402.75,403.25,214.1875,1922.125,16.75,-13.375,6.8186564445495605,-4.548419952392578,0.01763889752328396,22,0,0,8191,21,2.0,310,62595
48189.93,306.125,306.5625,287.0,527.5,56.375,1399.9375,439.9375,213.1875,1921.3125,20.75,-14.0,6.818575382232666,-4.482203960418701,0.0148554015904665,11,0,0,8191,15,2.0,23391,59569
48239.474,306.125,306.5625,287.0,527.5,56.375,1399.9375,439.9375,213.1875,1921.3125,20.75,-14.0,6.8595356941223145,-4.491847038269043,0.013224869035184383,12,0,0,8191,15,2.0,23391,59569
48289.031,306.375,303.5625,287.0,527.5,56.375,1399.9375,439.9375,213.1875,1921.3125,20.75,-14.0,6.913722038269043,-4.522092342376709,0.011455291882157326,11,0,0,8191,19,2.0,325,59569
48338.576,306.375,303.5625,281.5625,374.1875,58.25,1404.375,439.25,214.1875,1924.125,16.625,-13.375,6.925045967102051,-4.6249518394470215,0.01623864844441414,21,0,0,8191,19,2.0,325,62409
48388.137,306.375,303.5625,281.5625,374.1875,58.25,1404.375,439.25,214.1875,1924.125,16.625,-13.375,6.956305027008057,-4.624089241027832,0.014303898438811302,12,0,0,8191,23,2.0,335,62409
48437.689,306.375,303.5625,281.5625,374.1875,58.25,1404.375,439.25,214.1875,1924.125,16.625,-13.375,6.994289398193359,-4.635946273803711,0.012483527883887291,11,0,0,8191,23,2.0,335,62409
48487.24,305.75,304.875,283.3125,374.5625,57.1875,1400.5,433.5,212.4375,1921.25,16.625,-13.375,7.049216270446777,-4.775662899017334,0.017447402700781822,23,0,0,8191,23,2.0,335,62409
48536.784,305.75,304.875,283.3125,374.5625,57.1875,1400.5,433.5,212.4375,1921.25,20.875,-14.0625,7.021823883056641,-4.686739921569824,0.013778962194919586,9,0,0,8191,16,2.0,23370,59618
48586.352,305.75,304.875,283.3125,374.5625,57.1875,1400.5,433.5,212.4375,1921.25,20.875,-14.0625,7.05876350402832,-4.697693347930908,0.011799082159996033,11,0,0,8191,16,2.0,23370,59618
48635.908,308.6875,306.375,289.1875,376.25,56.75,1402.1875,411.1875,212.4375,1921.25,20.875,-14.0625,7.1066155433654785,-4.826565742492676,0.01747334748506546,22,0,0,8191,15,2.0,318,59618
48685.44,308.6875,306.375,289.1875,376.25,56.75,1402.1875,411.1875,222.8125,1923.25,16.6875,-13.5,7.092211723327637,-4.770866870880127,0.014600902795791626,10,0,0,8191,15,2.0,318,62257
48734.992,308.6875,306.375,289.1875,376.25,56.75,1402.1875,411.1875,222.8125,1923.25,16.6875,-13.5,7.137751579284668,-4.79935359954834,0.013942931778728962,13,0,0,8191,25,2.0,308,62257
48784.565,307.6875,306.375,295.625,377.3125,55.3125,1402.1875,411.1875,222.8125,1923.25,16.6875,-13.5,7.185149669647217,-4.823312282562256,0.012973510660231113,12,0,0,8191,25,2.0,308,62257
48834.111,307.6875,306.375,295.625,377.3125,55.3125,1400.3125,387.4375,212.9375,1923.5625,20.8125,-13.4375,7.276161193847656,-5.007521629333496,0.017848854884505272,23,0,0,8191,18,2.0,23097,59283
48883.648,307.6875,306.375,295.625,377.3125,55.3125,1400.3125,387.4375,212.9375,1923.5625,20.8125,-13.4375,7.2597832679748535,-4.9645867347717285,0.015641028061509132,13,0,0,8191,18,2.0,23097,59283
48933.223,308.25,307.75,291.4375,377.3125,55.3125,1400.3125,387.4375,212.9375,1923.5625,20.8125,-13.4375,7.3030571937561035,-4.994559288024902,0.014477616176009178,14,0,0,8191,16,2.0,403,59283
48982.771,308.25,307.75,291.4375,377.3125,54.75,1402.375,426.6875,211.9375,1920.75,16.625,-14.4375,7.360053062438965,-5.047117233276367,0.01459209993481636,15,0,0,8191,16,2.0,403,57625
49032.304,308.25,307.75,291.4375,377.3125,54.75,1402.375,426.6875,211.9375,1920.75,16.625,-14.4375,7.415957450866699,-5.093040943145752,0.014029017649590969,14,0,0,8191,18,2.0,304,57625
49081.873,308.0625,308.375,291.4375,377.3125,54.75,1402.375,426.6875,211.9375,1920.75,16.625,-14.4375,7.477243900299072,-5.166411399841309,0.017221014946699142,19,0,0,8191,18,2.0,304,57625
49131.408,308.0625,308.375,292.0625,378.0625,58.1875,1400.375,389.5,211.375,1922.5,20.875,-13.3125,7.47266149520874,-5.133203983306885,0.012283625081181526,9,0,0,8191,20,2.0,19121,60319
49180.993,308.0625,308.375,292.0625,378.0625,58.1875,1400.375,389.5,211.375,1922.5,20.875,-13.3125,7.529839515686035,-5.181710243225098,0.011397192254662514,12,0,0,8191,20,2.0,19121,60319
49230.53,308.0625,308.375,292.0625,378.0625,58.1875,1400.375,389.5,211.375,1922.5,20.875,-13.3125,7.549681186676025,-5.270920753479004,0.016975322738289833,21,0,0,8191,20,2.0,361,60319
49280.088,310.4375,310.0625,289.4375,378.625,55.9375,1399.4375,431.4375,213.75,1922.1875,20.875,-13.3125,7.566716194152832,-5.259648323059082,0.013901114463806152,11,0,0,8191,20,2.0,361,60319
49329.618,310.4375,310.0625,289.4375,378.625,55.9375,1399.4375,431.4375,213.75,1922.1875,20.75,-14.3125,7.643017768859863,-5.369155406951904,0.016878636553883553,21,0,0,8191,21,2.0,333,62756
49379.182,310.4375,310.0625,289.4375,378.625,55.9375,1399.4375,431.4375,213.75,1922.1875,20.75,-14.3125,7.674301624298096,-5.379589557647705,0.016518136486411095,15,0,0,8191,21,2.0,333,62756
49428.731,310.75,309.375,293.1875,378.5,57.0,1402.375,385.0,213.75,1922.1875,20.75,-14.3125,7.660070896148682,-5.3228840827941895,0.014395194128155708,11,0,0,8191,21,2.0,333,62756
49478.276,310.75,309.375,293.1875,378.5,57.0,1402.375,385.0,182.875,1923.875,16.875,-13.4375,7.721970558166504,-5.370999336242676,0.014105955138802528,14,0,0,8191,23,2.0,23214,59467
49527.844,310.75,309.375,293.1875,378.5,57.0,1402.375,385.0,182.875,1923.875,16.875,-13.4375,7.780848503112793,-5.499085903167725,0.017404882237315178,20,0,0,8191,23,2.0,23214,59467
49577.401,310.3125,310.75,289.875,379.0,59.0625,1402.375,385.0,182.875,1923.875,16.875,-13.4375,7.790671348571777,-5.460480690002441,0.014301378279924393,11,0,0,8191,18,2.0,402,59467
49626.935,310.3125,310.75,289.875,379.0,59.0625,1399.9375,431.5625,189.375,1923.125,21.0,-14.125,7.843801021575928,-5.481886386871338,0.012015319429337978,11,0,0,8191,18,2.0,402,62557
49676.483,310.3125,310.75,289.875,379.0,59.0625,1399.9375,431.5625,189.375,1923.125,21.0,-14.125,7.799842357635498,-5.551633834838867,0.016131402924656868,13,0,0,8191,21,2.0,307,62557
49726.046,313.0625,309.875,296.0625,379.0,59.0625,1399.9375,431.5625,189.375,1923.125,21.0,-14.125,7.8160400390625,-5.5603861808776855,0.014489459805190563,12,0,0,8191,21,2.0,307,62557
49775.594,313.0625,309.875,296.0625,530.125,56.8125,1399.25,436.125,215.3125,1923.0625,16.9375,-13.375,7.881453990936279,-5.616179943084717,0.014595350250601768,15,0,0,8191,15,2.0,23278,59506
49825.137,313.0625,309.875,296.0625,530.125,56.8125,1399.25,436.125,215.3125,1923.0625,16.9375,-13.375,7.9593095779418945,-5.690964221954346,0.016199657693505287,18,0,0,8191,15,2.0,23278,59506
49874.719,311.0,309.875,296.0625,530.125,56.8125,1399.25,436.125,215.3125,1923.0625,16.9375,-13.375,7.967134952545166,-5.669973373413086,0.012664156034588814,9,0,0,8191,16,2.0,310,59506
49924.261,311.0,308.9375,290.875,378.5,57.8125,1401.625,394.3125,222.25,1924.0,21.0625,-13.375,8.02454662322998,-5.72612190246582,0.012309628538787365,13,0,0,8191,16,2.0,310,59506
49973.808,311.0,308.9375,290.875,378.5,57.8125,1401.625,394.3125,222.25,1924.0,21.0625,-13.375,8.004728317260742,-5.847818851470947,0.019058359786868095,26,0,0,8191,23,2.0,453,62450
50023.347,311.0,308.9375,290.875,378.5,57.8125,1401.625,394.3125,222.25,1924.0,21.0625,-13.375,7.985436916351318,-5.811392784118652,0.01600058190524578,11,0,0,8191,23,2.0,453,62450
50072.907,309.375,309.375,290.8125,377.5,58.5625,1400.75,383.6875,213.0,1924.0,21.0625,-13.375,8.019295692443848,-5.840882301330566,0.015687664970755577,15,0,0,8191,23,2.0,453,62450
50122.449,309.375,309.375,290.8125,377.5,58.5625,1400.75,383.6875,213.0,1922.0,16.8125,-14.125,8.020401000976562,-5.844740390777588,0.012826898135244846,10,0,0,8191,17,2.0,23074,59322
50172.011,309.375,309.375,290.8125,377.5,58.5625,1400.75,383.6875,213.0,1922.0,16.8125,-14.125,8.083517074584961,-5.89730167388916,0.012560621835291386,13,0,0,8191,17,2.0,23074,59322
50221.573,307.6875,308.0625,287.1875,376.625,58.0,1402.625,383.6875,213.0,1922.0,16.8125,-14.125,8.147467613220215,-5.951107025146484,0.012481046840548515,13,0,0,8191,13,2.0,307,59322
50271.106,307.6875,308.0625,287.1875,376.625,58.0,1402.625,388.25,214.0625,1922.75,20.9375,-13.3125,8.214468002319336,-6.084510326385498,0.017982495948672295,25,0,0,8191,13,2.0,307,62455
50320.664,307.6875,308.0625,287.1875,376.625,58.0,1402.625,388.25,214.0625,1922.75,20.9375,-13.3125,8.179550170898438,-6.0527191162109375,0.016604170203208923,13,0,0,8191,20,2.0,403,62455
50370.23,308.6875,307.9375,279.875,376.5625,58.0,1402.625,388.25,214.0625,1922.75,20.9375,-13.3125,8.141674041748047,-6.021159648895264,0.01491626538336277,12,0,0,8191,20,2.0,403,62455
50419.762,308.6875,307.9375,279.875,376.5625,59.75,1404.0625,384.5625,191.0625,1922.625,16.8125,-14.1875,8.177928924560547,-6.047954082489014,0.013982265256345272,13,0,0,8191,17,2.0,22510,58320
50469.314,308.6875,307.9375,279.875,376.5625,59.75,1404.0625,384.5625,191.0625,1922.625,16.8125,-14.1875,8.319317817687988,-6.204121112823486,0.020766105502843857,25,0,0,8191,17,2.0,22510,58320
50518.882,305.8125,304.0625,279.875,376.5625,59.75,1404.0625,384.5625,191.0625,1922.625,16.8125,-14.1875,8.21316909790039,-6.1065592765808105,0.01683666929602623,12,0,0,8191,16,2.0,311,58320
50568.43,305.8125,304.0625,287.8125,373.6875,59.6875,1402.8125,480.5,191.1875,1922.5625,21.0,-13.3125,8.25387191772461,-6.121646881103516,0.01385469175875187,12,0,0,8191,16,2.0,311,62585
50617.975,305.8125,304.0625,287.8125,373.6875,59.6875,1402.8125,480.5,191.1875,1922.5625,21.0,-13.3125,8.331072807312012,-6.166685581207275,0.011566434055566788,11,0,0,8191,17,2.0,336,62585
50667.539,305.8125,304.0625,287.8125,373.6875,59.6875,1402.8125,480.5,191.1875,1922.5625,21.0,-13.3125,8.411406517028809,-6.216864109039307,0.009661715477705002,10,0,0,8191,17,2.0,336,62585
50717.091,306.1875,305.125,285.625,375.125,58.4375,1401.4375,419.5625,213.6875,1921.0,21.0,-13.3125,8.380247116088867,-6.252708911895752,0.010699753649532795,13,0,0,8191,17,2.0,336,62585
50766.64,306.1875,305.125,285.625,375.125,58.4375,1401.4375,419.5625,213.6875,1921.0,16.9375,-14.1875,8.29678726196289,-6.370455741882324,0.017224449664354324,24,0,0,8191,20,2.0,23317,59463
50816.185,306.1875,305.125,285.625,375.125,58.4375,1401.4375,419.5625,213.6875,1921.0,16.9375,-14.1875,8.28767204284668,-6.402896404266357,0.014408145099878311,12,0,0,8191,20,2.0,23317,59463
50865.749,305.625,305.875,283.5625,375.5625,58.75,1400.0625,344.25,213.6875,1921.0,16.9375,-14.1875,8.508337020874023,-6.440634727478027,0.018862927332520485,23,0,0,8191,18,2.0,315,59463
50915.285,305.625,305.875,283.5625,375.5625,58.75,1400.0625,344.25,192.0625,1922.6875,21.0625,-13.5,8.426631927490234,-6.353217124938965,0.014980530366301537,10,0,0,8191,18,2.0,315,62639
50964.844,305.625,305.875,283.5625,375.5625,58.75,1400.0625,344.25,192.0625,1922.6875,21.0625,-13.5,8.483190536499023,-6.358822345733643,0.013298244215548038,12,0,0,8191,24,2.0,310,62639
51014.396,309.1875,308.0,290.8125,377.5625,58.1875,1400.0625,344.25,192.0625,1922.6875,21.0625,-13.5,8.531764030456543,-6.431291103363037,0.01319907046854496,14,0,0,8191,24,2.0,310,62639
51063.939,309.1875,308.0,290.8125,377.5625,58.1875,1400.5625,423.75,213.4375,1923.0,20.9375,-14.125,8.482051849365234,-6.6229963302612305,0.01579953357577324,19,0,0,8191,18,2.0,23069,59313
51113.496,309.1875,308.0,290.8125,377.5625,58.1875,1400.5625,423.75,213.4375,1923.0,20.9375,-14.125,8.547051429748535,-6.640902519226074,0.014320177026093006,13,0,0,8191,18,2.0,23069,59313
51163.062,307.5,308.5625,293.75,377.5625,58.1875,1400.5625,423.75,213.4375,1923.0,20.9375,-14.125,8.60370922088623,-6.683116912841797,0.012609390541911125,12,0,0,8191,20,2.0,313,59313
51212.595,307.5,308.5625,293.75,526.4375,59.5625,1398.75,423.25,192.8125,1925.1875,16.875,-13.9375,8.6919584274292,-6.732872486114502,0.0208643339574337,27,0,0,8191,20,2.0,313,62667
51262.149,307.5,308.5625,293.75,526.4375,59.5625,1398.75,423.25,192.8125,1925.1875,16.875,-13.9375,8.620970726013184,-6.6163811683654785,0.016311272978782654,11,0,0,8191,23,2.0,311,62667
51311.715,310.0625,308.5625,293.75,526.4375,59.5625,1398.75,423.25,192.8125,1925.1875,16.875,-13.9375,8.637140274047852,-6.799932479858398,0.01832510344684124,23,0,0,8191,23,2.0,311,62667
51361.276,310.0625,307.875,296.5625,517.125,57.5625,1401.5625,431.625,214.625,1921.875,21.0,-13.375,8.661741256713867,-6.82077693939209,0.018644751980900764,23,0,0,8191,23,2.0,311,59526
51410.81,310.0625,307.875,296.5625,517.125,57.5625,1401.5625,431.625,214.625,1921.875,21.0,-13.375,8.664676666259766,-6.781832695007324,0.014719225466251373,10,0,0,8191,18,2.0,23429,59526
51460.361,310.0625,307.875,296.5625,517.125,57.5625,1401.5625,431.625,214.625,1921.875,21.0,-13.375,8.7090425491333,-6.8251051902771,0.012512617744505405,11,0,0,8191,18,2.0,315,59526
51509.929,310.625,309.75,290.875,525.6875,58.5,1398.4375,387.9375,192.25,1921.875,21.0,-13.375,8.776713371276855,-6.878152847290039,0.018112534657120705,24,0,0,8191,18,2.0,315,59526
51559.47,310.625,309.75,290.875,525.6875,58.5,1398.4375,387.9375,192.25,1920.125,16.875,-14.25,8.755099296569824,-6.842488765716553,0.014986691996455193,11,0,0,8191,23,2.0,311,62622
51609.014,310.625,309.75,290.875,525.6875,58.5,1398.4375,387.9375,192.25,1920.125,16.875,-14.25,8.80050277709961,-6.8451642990112305,0.01298434380441904,11,0,0,8191,23,2.0,311,62622
51658.575,314.6875,311.0,296.4375,518.9375,57.5,1398.0625,387.9375,192.25,1920.125,16.875,-14.25,8.81618595123291,-7.071340560913086,0.017608148977160454,23,0,0,8191,23,2.0,311,62622
51708.12,314.6875,311.0,296.4375,518.9375,57.5,1398.0625,386.6875,192.5,1921.25,21.0625,-13.4375,8.812681198120117,-7.084702968597412,0.015878787264227867,13,0,0,8191,19,2.0,23338,59593
51757.679,314.6875,311.0,296.4375,518.9375,57.5,1398.0625,386.6875,192.5,1921.25,21.0625,-13.4375,8.822157859802246,-7.13752555847168,0.01434714812785387,13,0,0,8191,19,2.0,23338,59593
51807.237,315.125,313.375,299.3125,535.9375,57.5,1398.0625,386.6875,192.5,1921.25,21.0625,-13.4375,8.840302467346191,-7.211499214172363,0.011972849257290363,11,0,0,8191,24,2.0,317,59593
51856.773,315.125,313.375,299.3125,535.9375,55.1875,1399.1875,438.0,192.875,1923.125,16.875,-14.1875,9.014410972595215,-7.0626630783081055,0.019210191443562508,24,0,0,8191,24,2.0,317,58193
51906.325,315.125,313.375,299.3125,535.9375,55.1875,1399.1875,438.0,192.875,1923.125,16.875,-14.1875,9.079755783081055,-6.945775508880615,0.013762695714831352,10,0,0,8191,25,2.0,323,58193
51955.906,312.875,313.0,294.125,535.9375,55.1875,1399.1875,438.0,192.875,1923.125,16.875,-14.1875,9.09189510345459,-7.054910659790039,0.013570385985076427,15,0,0,8191,25,2.0,323,58193
52005.434,312.875,313.0,294.125,382.0625,54.8125,1399.5625,437.1875,212.8125,1923.25,21.25,-13.375,9.20361328125,-7.056766510009766,0.011189969256520271,11,0,0,8191,22,2.0,20208,60114
52054.982,312.875,313.0,294.125,382.0625,54.8125,1399.5625,437.1875,212.8125,1923.25,21.25,-13.375,8.90150260925293,-7.460651397705078,0.01815868727862835,24,0,0,8191,22,2.0,20208,60114
52104.548,315.625,313.0,294.125,382.0625,54.8125,1399.5625,437.1875,212.8125,1923.25,21.25,-13.375,8.77871036529541,-7.577216148376465,0.01437845267355442,11,0,0,8191,21,2.0,314,60114
52154.105,315.625,313.25,297.5625,381.5625,56.125,1404.5625,399.5,214.25,1922.5625,16.9375,-13.375,9.384360313415527,-7.157264709472656,0.01737837865948677,22,0,0,8191,21,2.0,314,60114
52203.638,315.625,313.25,297.5625,381.5625,56.125,1404.5625,399.5,214.25,1922.5625,16.9375,-14.125,9.432461738586426,-7.122791290283203,0.01576431281864643,13,0,0,8191,20,2.0,310,62648
52253.191,315.625,313.25,297.5625,381.5625,56.125,1404.5625,399.5,214.25,1922.5625,16.9375,-14.125,9.656692504882812,-6.9341325759887695,0.01402677409350872,12,0,0,8191,20,2.0,310,62648
