timestamp,vl53l8cx.s0,vl53l8cx.s1,vl53l8cx.s2,vl53l8cx.s3,vl53l8cx.s4,vl53l8cx.s5,vl53l8cx.s6,vl53l8cx.s7,vl53l8cx.s8,vl53l8cx.s9,vl53l8cx.s10,stateEstimate.x,stateEstimate.y,stateEstimate.z,range.zrange,motion.deltaX,motion.deltaY,motion.shutter,motion.squal,motion.std
25328.462,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16164173185825348,-0.65812748670578,0.012198369950056076,10,0,0,900,0,2.0
25348.287,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1652665138244629,-0.6790975332260132,0.012696589343249798,10,0,0,900,0,2.0
25368.094,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16925808787345886,-0.6974667310714722,0.014846649020910263,10,0,0,900,5,2.0
25387.92,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17216022312641144,-0.7241591811180115,0.014675254002213478,10,0,0,900,5,2.0
25407.727,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17610710859298706,-0.7423015236854553,0.016541216522455215,10,0,0,900,22,2.0
25427.552,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1786341518163681,-0.7726745009422302,0.015752745792269707,12,0,0,900,22,2.0
25447.359,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18250314891338348,-0.7915382385253906,0.016972191631793976,12,0,0,900,31,2.0
25467.191,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18657194077968597,-0.8105849027633667,0.018284671008586884,19,0,0,900,31,2.0
25486.994,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19093085825443268,-0.8282437324523926,0.02034318447113037,19,0,0,900,35,2.0
25506.823,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19522406160831451,-0.8476982116699219,0.022600557655096054,19,0,0,900,35,2.0
25526.632,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19936928153038025,-0.8644871711730957,0.025525055825710297,25,0,0,900,13,2.0
25546.454,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20360665023326874,-0.8843314051628113,0.02787148766219616,25,0,0,900,13,2.0
25566.257,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20817415416240692,-0.906765878200531,0.029817797243595123,28,0,0,900,19,2.0
25586.084,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21265022456645966,-0.9270328283309937,0.032550565898418427,28,0,0,900,19,2.0
25605.894,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21660993993282318,-0.9446488618850708,0.036269962787628174,37,0,0,900,35,2.0
25625.719,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22119851410388947,-0.9652596712112427,0.03979652747511864,37,0,0,900,35,2.0
25645.523,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2223753184080124,-0.9740530848503113,0.04549114778637886,49,0,0,900,31,2.0
25665.358,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22719311714172363,-0.9946856498718262,0.04906947910785675,49,0,0,900,31,2.0
25685.155,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22775572538375854,-1.0063647031784058,0.05458221212029457,58,0,0,900,34,2.0
25704.985,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23275776207447052,-1.0273460149765015,0.058215025812387466,58,0,0,900,34,2.0
25724.795,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23796097934246063,-1.0487102270126343,0.06195808947086334,58,0,0,900,22,2.0
25744.613,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23889340460300446,-1.0647047758102417,0.0676318109035492,68,0,0,900,22,2.0
25764.42,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24422183632850647,-1.086396336555481,0.07196328788995743,68,0,0,900,24,2.0
25784.245,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24289558827877045,-1.1017035245895386,0.0787304937839508,80,0,0,900,24,2.0
25804.052,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24803906679153442,-1.1238057613372803,0.08341240137815475,80,0,0,900,23,2.0
25823.878,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2511754333972931,-1.1451060771942139,0.0891629308462143,88,0,0,900,23,2.0
25843.687,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25608959794044495,-1.1676883697509766,0.09379593282938004,88,0,0,900,16,2.0
25863.512,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584799826145172,-1.186463475227356,0.0997866541147232,102,0,0,900,16,2.0
25883.332,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26329243183135986,-1.209229588508606,0.1043609008193016,102,0,0,900,18,2.0
25903.155,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2669963538646698,-1.2289717197418213,0.1100991740822792,112,0,0,900,18,2.0
25922.951,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2718924582004547,-1.2519491910934448,0.11477282643318176,112,0,0,900,14,2.0
25942.782,0.0,1.0935586191892449e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27671346068382263,-1.2750996351242065,0.1193305253982544,112,0,0,900,14,2.0
