timestamp,vl53l8cx.s0,vl53l8cx.s1,vl53l8cx.s2,vl53l8cx.s3,vl53l8cx.s4,vl53l8cx.s5,vl53l8cx.s6,vl53l8cx.s7,vl53l8cx.s8,vl53l8cx.s9,vl53l8cx.s10
33093.994,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33097.956,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33101.962,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33105.889,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33109.908,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33113.805,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33117.769,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33121.778,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33125.695,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33129.733,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33133.622,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33137.585,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33141.599,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33145.511,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33149.556,514.5,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33153.448,572.25,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33157.409,572.25,489.0625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33161.421,572.25,543.625,455.8125,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33165.337,572.25,543.625,541.5625,674.0625,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33169.375,572.25,543.625,541.5625,680.8125,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33173.263,572.25,543.625,541.5625,680.8125,135.375,389.9375,352.0,584.375,570.875,73.0625,72.8125
33209.003,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33212.885,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33216.849,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33220.861,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33224.775,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33228.806,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33232.703,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33236.669,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33240.676,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33244.594,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33248.632,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33252.52,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33256.484,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33260.505,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33264.424,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33268.451,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33272.343,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33276.302,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33280.314,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33284.237,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33288.274,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33292.162,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33296.12,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33300.124,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33304.044,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33308.079,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33311.983,572.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33315.934,625.25,543.625,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33319.955,625.25,574.6875,541.5625,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33323.871,625.25,574.6875,574.3125,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33327.912,625.25,574.6875,574.3125,680.8125,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33331.798,625.25,574.6875,574.3125,679.0625,274.25,416.875,382.25,596.1875,543.6875,102.875,97.4375
33335.751,625.25,574.6875,574.3125,679.0625,326.375,416.875,382.25,596.1875,543.6875,102.875,97.4375
33371.42,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33375.379,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33379.389,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33383.306,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33387.338,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33391.232,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33395.194,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33399.205,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33403.121,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33407.167,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33411.047,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33415.011,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33419.021,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33422.936,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33426.967,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33430.876,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33434.835,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33438.841,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33442.753,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33446.792,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33450.689,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33454.648,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33458.652,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33462.572,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33466.599,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33470.519,625.25,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33474.477,657.5,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33478.477,657.5,574.6875,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33482.396,657.5,611.375,574.3125,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33486.441,657.5,611.375,605.4375,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33490.317,657.5,611.375,605.4375,679.0625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33494.298,657.5,611.375,605.4375,672.5625,326.375,444.0,386.3125,633.8125,520.125,126.5,123.625
33533.906,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33537.92,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33541.837,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33545.861,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33549.759,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33553.722,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33557.732,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33561.649,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33565.687,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33569.575,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33573.538,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33577.548,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33581.469,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33585.496,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33589.391,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33593.354,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33597.367,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33601.281,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33605.322,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33609.207,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33613.173,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33617.183,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33621.1,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33625.136,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33629.027,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33632.995,657.5,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33637.013,679.3125,611.375,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33640.925,679.3125,622.0,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33644.976,679.3125,622.0,605.4375,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33648.845,679.3125,622.0,619.5,672.5625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33652.817,679.3125,622.0,619.5,664.0625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33656.831,679.3125,622.0,619.5,664.0625,394.875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33660.752,679.3125,622.0,619.5,664.0625,463.6875,463.1875,390.5625,657.6875,483.625,166.5,158.625
33696.445,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33700.362,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33704.397,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33708.288,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33712.257,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33716.262,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33720.179,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33724.228,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33728.105,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33732.071,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33736.082,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33739.994,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33744.036,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33747.921,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33751.888,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33755.899,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33759.821,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33763.865,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33767.736,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33771.705,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33775.709,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33779.626,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33783.669,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33787.553,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33791.532,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33795.544,679.3125,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33799.457,691.625,622.0,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33803.5,691.625,628.8125,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33807.382,691.625,628.8125,619.5,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33811.337,691.625,628.8125,622.0,664.0625,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33815.358,691.625,628.8125,622.0,659.9375,463.6875,474.3125,386.5,669.625,452.0,198.125,191.1875
33819.262,691.625,628.8125,622.0,659.9375,509.875,474.3125,386.5,669.625,452.0,198.125,191.1875
33854.973,691.625,628.8125,622.0,659.9375,509.875,488.5625,386.9375,680.1875,418.3125,237.0,224.8125
33858.89,691.625,628.8125,622.0,659.9375,509.875,488.5625,386.9375,680.1875,418.3125,237.0,224.8125
33862.926,691.625,628.8125,622.0,659.9375,509.875,488.5625,386.9375,680.1875,418.3125,237.0,224.8125
33866.817,691.625,628.8125,622.0,659.9375,509.875,488.5625,386.9375,680.1875,418.3125,237.0,224.8125
