timestamp,vl53l8cx.s0,vl53l8cx.s1,vl53l8cx.s2,vl53l8cx.s3,vl53l8cx.s4,vl53l8cx.s5,vl53l8cx.s6,vl53l8cx.s7,vl53l8cx.s8,vl53l8cx.s9,vl53l8cx.s10,stateEstimate.x,stateEstimate.y,stateEstimate.z,range.zrange,motion.deltaX,motion.deltaY,motion.shutter,motion.squal,motion.std,motion.loopUs
24542.229,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.3129117488861084,0.33468374609947205,0.014850403182208538,14,0,0,8191,20,2.0,312
24591.765,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.3291022777557373,0.3517320454120636,0.01285208947956562,10,0,0,8191,20,2.0,312
24641.301,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.33614426851272583,0.35936659574508667,0.01636565662920475,22,0,0,8191,19,2.0,418
24690.842,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.3526199758052826,0.3764995336532593,0.014773348346352577,12,0,0,8191,19,2.0,418
24740.395,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.3684121072292328,0.3929416537284851,0.013505968265235424,12,0,0,8191,25,2.0,319
24789.932,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.37455299496650696,0.4000210762023926,0.01846638321876526,25,0,0,8191,25,2.0,319
24839.466,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.39468660950660706,0.42061424255371094,0.014659206382930279,13,0,0,8191,22,2.0,334
24889.007,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.40473490953445435,0.4314071834087372,0.017042847350239754,21,0,0,8191,22,2.0,334
24938.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.42313259840011597,0.45051226019859314,0.015337115153670311,12,0,0,8191,21,2.0,306
24988.091,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.439358651638031,0.46745726466178894,0.014697722159326077,14,0,0,8191,21,2.0,306
25037.634,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.44839707016944885,0.4770151376724243,0.01773759350180626,22,0,0,8191,13,2.0,388
25087.174,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.47056844830513,0.5001776814460754,0.014284715987741947,9,0,0,8191,13,2.0,388
25136.725,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.48974746465682983,0.5202580094337463,0.012451217509806156,11,0,0,8191,17,2.0,337
25186.256,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.49704018235206604,0.5276292562484741,0.015179160051047802,11,0,0,8191,17,2.0,337
25235.798,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.5163914561271667,0.5476952195167542,0.013898609206080437,12,0,0,8191,21,2.0,328
25285.341,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.5274456739425659,0.5594451427459717,0.01608625054359436,20,0,0,8191,21,2.0,328
25334.902,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.5491072535514832,0.5815205574035645,0.014123650267720222,11,0,0,8191,18,2.0,401
25384.424,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.5684762001037598,0.6013630032539368,0.012989966198801994,12,0,0,8191,18,2.0,401
25433.966,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.5770108103752136,0.610960066318512,0.016070086508989334,21,0,0,8191,25,2.0,467
25483.506,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.5996187925338745,0.6339320540428162,0.013973783701658249,11,0,0,8191,25,2.0,467
25533.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.6103846430778503,0.64549320936203,0.015275362879037857,21,0,0,8191,24,2.0,329
25582.588,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.6374759674072266,0.6728968024253845,0.012169856578111649,7,0,0,8191,24,2.0,329
25632.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.6558624505996704,0.6918343305587769,0.011668098159134388,12,0,0,8191,25,2.0,312
25681.673,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.6595871448516846,0.6959717869758606,0.015207254327833652,21,0,0,8191,25,2.0,312
25731.227,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.6831972599029541,0.720288097858429,0.013781735673546791,11,0,0,8191,23,2.0,406
25780.756,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.7051908373832703,0.74290931224823,0.0125811155885458,11,0,0,8191,23,2.0,406
25830.297,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.7145442366600037,0.7524735331535339,0.016766585409641266,22,0,0,8191,29,2.0,415
25879.854,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.7383122444152832,0.7766497731208801,0.014801071025431156,11,0,0,8191,29,2.0,415
25929.389,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.7548938393592834,0.7938807010650635,0.015761664137244225,20,0,0,8191,23,2.0,330
25978.923,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.7827826738357544,0.8220425248146057,0.014640792272984982,12,0,0,8191,23,2.0,330
26028.464,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.8054720759391785,0.8447116017341614,0.012322215363383293,9,0,0,8191,27,2.0,307
26078.018,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.8093923330307007,0.8498190641403198,0.016851823776960373,24,0,0,8191,27,2.0,307
26127.555,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.8369747996330261,0.8774251341819763,0.014314107596874237,10,0,0,8191,22,2.0,417
26177.092,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.8607805371284485,0.901439368724823,0.01316860318183899,12,0,0,8191,22,2.0,417
26226.636,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.8747115135192871,0.9159707427024841,0.015526910312473774,19,0,0,8191,23,2.0,310
26276.174,0.0,0.0,0.0,0.0,0.0,0.0,1.0950558160979658e-19,0.0,1.0843133248803162e-19,0.0,0.0,0.9050413370132446,0.9460856914520264,0.012683888897299767,12,0,0,8191,23,2.0,310
