timestamp,vl53l8cx.s0,vl53l8cx.s1,vl53l8cx.s2,vl53l8cx.s3,vl53l8cx.s4,vl53l8cx.s5,vl53l8cx.s6,vl53l8cx.s7,vl53l8cx.s8,vl53l8cx.s9,vl53l8cx.s10,stateEstimate.x,stateEstimate.y,stateEstimate.z
33174.07,282.4375,246.125,256.875,310.375,193.0,90.25,63.5,264.0625,1969.0625,17.0625,-26.5,0.0,0.0,112.76258087158203
33178.079,282.4375,246.125,256.875,310.375,193.0,90.25,63.5,264.0625,1969.0625,17.0625,-26.5,0.0,0.0,112.7630615234375
33182.007,282.4375,246.125,256.875,310.375,193.0,90.25,63.5,264.0625,1969.0625,17.0625,-26.5,0.0,0.0,112.7630615234375
33186.002,282.4375,246.125,256.875,310.375,193.0,90.25,63.5,264.0625,1969.0625,17.0625,-26.5,0.0,0.0,112.76348876953125
33189.93,282.375,246.125,256.875,310.375,193.0,90.25,63.5,264.0625,1969.0625,17.0625,-26.5,0.0,0.0,112.76348876953125
33193.892,282.375,244.8125,256.875,310.375,193.0,90.25,63.5,264.0625,1969.0625,17.0625,-26.5,0.0,0.0,112.76348876953125
33197.906,282.375,244.8125,256.625,310.375,193.0,90.25,63.5,264.0625,1969.0625,17.0625,-26.5,0.0,0.0,112.7633285522461
33201.825,282.375,244.8125,256.625,310.375,193.0,90.25,63.5,264.0625,1969.0625,17.0625,-26.5,0.0,0.0,112.7633285522461
33205.822,282.375,244.8125,256.625,309.0625,193.0,90.25,63.5,264.0625,1969.0625,17.0625,-26.5,0.0,0.0,112.76318359375
33241.442,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.76734924316406
33245.447,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.76570892333984
33249.368,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.76570892333984
33253.332,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.76570892333984
33257.341,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.76969909667969
33261.258,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.76969909667969
33265.253,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.7732925415039
33269.184,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.7732925415039
33273.147,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.7732925415039
33277.157,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.77378845214844
33281.073,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.77378845214844
33285.079,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.77423858642578
33288.999,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.77423858642578
33292.963,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.77423858642578
33296.973,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.78011322021484
33300.891,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.78011322021484
33304.885,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.785400390625
33308.816,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.785400390625
33312.78,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.785400390625
33316.787,282.375,244.8125,256.625,309.0625,192.4375,90.25,63.3125,268.875,1967.8125,12.6875,-26.5625,0.0,0.0,112.7934341430664
